who_is,https,js_len,host_len,www_count,shortened_url,https_count,http_count,-_count,=_count,special-Count,tld_length,if_org_or_gov,if_ali_u,if_google_u,if_ali_d,if_google_d,if_japan,if_aus,if_india,if_korea
1,0,463.5,16,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
0,0,429.3,19,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,398.7,11,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,502.2,15,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,1,0
0,0,571.5,20,1,0,0,1,0,0,6,6,0,0,0,0,0,0,0,1,0
0,0,409.5,20,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,530.1,9,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0
0,0,324.0,20,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
0,0,465.3,21,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,1,774.9,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,0,819.9,26,1,0,0,1,2,0,8,2,0,0,0,0,0,0,0,0,0
1,0,0.0,19,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,358.2,22,1,0,0,1,4,0,14,3,0,0,0,0,0,0,0,0,0
0,0,549.0,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,324.9,17,1,0,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0
0,0,538.2,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,681.3,19,1,0,0,1,3,0,11,3,0,0,0,0,0,0,0,0,0
0,0,789.3,16,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,418.5,18,1,0,0,1,1,0,6,2,0,0,0,0,0,1,0,0,0
0,0,540.9,17,1,0,0,1,2,0,9,3,0,0,0,0,0,1,0,0,0
0,0,819.0,20,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
0,0,408.6,23,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,641.7,15,1,0,0,1,1,0,10,5,0,0,0,0,0,0,0,0,0
0,0,745.2,29,1,0,0,1,2,0,8,2,0,0,0,0,0,1,0,0,0
1,0,691.2,24,1,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,518.4,22,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,741.6,14,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,0,0
0,1,678.6,25,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,0.0,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,322.2,13,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,798.3,12,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0
0,1,425.7,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,801.0,20,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,366.3,18,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,529.2,17,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,755.1,14,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,622.8,23,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,0,323.1,20,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,782.1,17,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
0,0,834.3,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,511.2,24,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,766.8,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,633.6,22,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,486.0,25,1,0,0,1,2,0,11,3,0,0,0,0,0,0,0,0,0
1,0,738.0,18,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
0,0,844.2,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,422.1,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,756.0,14,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,478.8,20,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,802.8,21,1,1,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,734.4,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,360.9,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,427.5,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,604.8,22,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,706.5,19,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,477.9,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,832.5,25,1,0,0,1,2,0,7,3,0,0,0,0,0,0,0,0,0
0,0,356.4,21,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,805.5,17,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,604.8,20,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,0.0,11,0,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,654.3,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,423.0,24,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,754.2,26,0,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0
1,0,589.5,15,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
0,0,584.1,26,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,801.0,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,342.9,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,490.5,17,1,0,0,1,1,0,10,3,0,0,0,0,0,0,0,0,0
0,0,616.5,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,547.2,18,0,1,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,765.0,27,1,0,0,1,2,0,9,5,0,0,0,0,0,0,0,0,0
0,0,724.5,20,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,372.6,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,390.6,31,1,0,0,1,2,0,8,3,0,0,0,0,0,0,0,0,0
0,0,707.4,15,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,0,0.0,14,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,853.2,18,0,0,0,1,1,0,6,2,0,0,0,0,0,0,0,0,0
0,0,539.1,22,1,0,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0
0,0,543.6,18,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
0,1,503.1,14,1,0,0,1,0,0,9,3,0,0,0,0,0,0,1,0,0
1,1,315.9,27,1,0,0,1,1,0,8,5,0,0,0,0,0,0,0,0,0
0,0,475.2,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,407.7,22,1,0,0,1,1,0,10,3,0,0,0,0,0,1,0,0,0
0,0,511.2,23,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,849.6,31,1,0,0,1,2,0,8,3,0,0,0,0,0,0,0,0,0
0,0,746.1,15,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,633.6,17,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
0,1,369.0,28,1,0,0,1,3,0,10,3,0,0,0,0,0,0,0,1,0
0,0,612.9,45,1,0,0,1,7,0,14,3,0,0,0,0,0,0,0,0,0
0,0,347.4,19,1,0,0,1,7,0,15,3,1,0,0,0,0,0,0,0,0
0,0,360.9,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,734.4,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,637.2,20,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,846.9,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,612.9,22,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,0,515.7,18,1,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0
0,0,842.4,19,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
0,0,751.5,28,1,0,0,1,5,0,12,3,0,0,0,0,0,0,0,0,0
0,0,377.1,14,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,385.2,37,1,0,0,1,8,0,15,3,0,0,0,0,0,0,0,0,0
0,0,581.4,18,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0
0,0,610.2,33,1,0,0,1,4,0,10,3,0,0,0,0,0,0,0,0,0
0,0,837.0,21,1,0,0,1,6,0,14,3,0,0,0,0,0,0,0,0,0
0,1,651.6,15,0,0,0,1,1,1,11,3,0,0,0,0,0,0,0,0,0
1,0,656.1,24,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
0,0,669.6,23,1,1,0,1,2,0,10,3,0,0,0,0,0,0,0,0,0
0,0,373.5,21,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
0,0,751.5,21,1,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0
0,0,832.5,19,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,843.3,13,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,362.7,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,1,0,0
0,0,725.4,14,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,668.7,12,0,1,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0
0,0,818.1,24,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
1,0,583.2,26,1,0,0,1,2,0,8,3,0,0,0,0,0,0,0,0,0
0,0,580.5,17,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,530.1,13,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,496.8,16,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,0,0.0,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,806.4,23,0,0,0,1,2,0,7,3,0,0,0,0,0,0,0,0,0
0,0,644.4,16,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,542.7,18,1,0,0,1,0,0,6,2,0,0,0,0,0,1,0,0,0
0,0,612.0,16,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,768.6,16,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,814.5,19,1,0,0,1,0,0,5,3,1,0,0,0,0,0,0,0,0
0,0,700.2,23,1,0,0,1,2,0,9,3,0,0,0,0,0,0,0,0,0
0,0,369.9,20,1,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0
0,0,0.0,42,0,0,0,1,3,0,9,3,0,0,0,0,0,0,0,0,0
0,0,825.3,18,0,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,502.2,27,1,0,0,1,2,0,9,5,0,0,0,0,0,0,1,0,0
0,0,455.4,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,732.6,20,1,0,0,1,1,0,9,3,0,0,0,0,0,1,0,0,0
0,0,625.5,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,350.1,22,0,1,0,1,0,0,5,12,0,0,0,0,0,0,0,0,0
0,0,0.0,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,706.5,14,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,681.3,12,1,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0
0,0,353.7,44,1,0,0,1,8,0,15,3,0,0,0,0,0,0,0,0,0
0,0,359.1,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,1,0
0,0,792.9,21,1,0,0,1,1,0,6,3,1,0,0,0,0,0,0,0,0
0,0,527.4,16,1,0,0,1,0,0,8,5,0,0,0,0,0,1,0,0,0
0,0,827.1,28,1,1,0,1,3,0,12,3,0,0,0,0,0,0,0,0,0
1,0,441.9,25,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,341.1,15,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,0,648.9,20,1,0,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0
0,0,536.4,21,1,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
0,0,486.0,25,1,0,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0
0,0,831.6,17,1,0,0,1,0,0,8,3,0,1,0,0,0,0,0,0,0
0,0,419.4,22,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,1,803.7,22,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,0,620.1,22,0,0,0,1,2,0,7,3,0,0,0,0,0,0,0,0,0
0,0,549.9,16,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0
0,0,780.3,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,778.5,13,1,0,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0
0,0,531.0,16,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0
0,0,730.8,23,1,0,0,1,3,0,11,3,0,0,0,0,0,0,0,0,0
0,0,355.5,19,1,0,0,1,1,0,11,3,0,0,0,0,0,0,0,0,0
0,1,459.9,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,454.5,25,1,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0
0,0,773.1,26,1,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,670.5,17,1,0,0,1,1,0,6,2,0,0,0,0,0,0,0,0,0
0,0,845.1,40,1,0,0,1,4,0,10,3,0,0,0,0,0,0,0,0,0
0,0,441.0,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,712.8,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,696.6,23,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0
0,0,477.0,20,0,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,700.2,22,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
0,0,689.4,15,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,498.6,21,1,0,0,1,0,0,8,3,0,0,0,0,0,1,0,0,0
0,0,527.4,16,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,1,664.2,19,1,1,0,1,1,0,10,3,0,0,0,0,0,0,0,0,0
0,0,384.3,20,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,503.1,26,1,0,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0
0,0,835.2,15,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,792.9,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,398.7,19,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,689.4,21,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,662.4,14,1,0,0,1,0,0,10,5,0,0,0,0,0,0,0,0,0
0,1,635.4,17,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
1,0,830.7,17,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,463.5,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,772.2,16,1,0,0,1,0,0,6,2,0,0,0,0,0,1,0,0,0
0,1,670.5,16,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,710.1,16,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
0,0,389.7,19,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,379.8,10,1,0,0,1,0,0,5,6,0,0,0,0,0,1,0,0,0
0,0,567.0,20,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,0,328.5,23,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,530.1,17,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,406.8,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,341.1,16,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,1,621.0,25,1,0,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0
0,0,697.5,18,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,837.0,37,1,0,0,1,7,0,14,3,0,0,0,0,0,0,0,0,0
0,0,566.1,16,1,0,0,1,0,0,8,3,0,0,0,0,0,1,0,0,0
0,0,653.4,22,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,768.6,14,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0
0,0,629.1,24,1,0,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0
0,0,459.0,18,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,360.0,20,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,492.3,17,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,350.1,22,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,594.9,21,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,414.0,13,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,0,515.7,22,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,805.5,19,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,591.3,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,603.9,27,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,411.3,33,1,0,0,1,7,0,14,3,0,0,0,0,0,0,0,0,0
0,0,443.7,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,383.4,36,1,0,0,1,7,0,14,3,0,0,0,0,0,0,0,0,0
1,0,728.1,19,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
0,0,730.8,26,1,0,0,1,1,0,7,2,0,0,0,0,0,1,0,0,0
0,0,648.9,11,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,802.8,13,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,322.2,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,768.6,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,500.4,16,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
0,1,710.1,18,0,0,0,1,0,0,6,3,0,0,0,0,0,0,1,0,0
0,0,662.4,24,1,0,0,1,2,0,9,3,0,0,0,0,0,0,0,0,0
0,0,541.8,15,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,458.1,14,1,1,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,589.5,19,1,0,0,1,1,0,12,3,0,0,0,0,0,0,0,0,0
0,0,440.1,17,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,0,363.6,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
0,0,383.4,21,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,500.4,15,1,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
0,0,0.0,20,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,623.7,18,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0
0,0,315.0,13,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
0,0,519.3,12,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
